Health Facility Code,Health Facility Code Short,Facility Name,Old Health Facility Name 1,Old Health Facility Name 2,Old Health Facility Name 3,Facility Major Type,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Landline Number,Landline Number 2,Fax Number,Email Address,Alternate Email Address,Official Website,Service Capability,Bed Capacity,Licensing Status,License Validity Date,Latitude,Longitude,Geocoding Status
DOH000000000002336,2336,KALIGAYAHAN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,58 KINGFISHER STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,KALIGAYAHAN,1381300046, , , , , , , ,,0, ,,,,Error
DOH000000000002344,2344,BURUANGA MUNICIPAL HEALTH OFFICE AND BIRTHING FACILITY,BURUANGA RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,NITOY SUALOG STREET,,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,BURUANGA,600405000,POBLACION,600405012,5609,,,,rhu.buruanga@yahoo.com,,,,2,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000002346,2346,CAVITE CITY HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,"JUDGE IBANEZ STREET, SAMONTE PARK",,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF CAVITE,402105000,BARANGAY 39,402105033,4100,+63 464310752,,+63 464311655,,,,,0, ,,14.4291761,120.9349454,Geocoded
DOH000000000002347,2347,PITOGO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,PITOGO,907338000,POBLACION,907338010,7033, , , , , , ,,0, ,,,,Error
DOH000000000002348,2348,NAGCARLAN RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL AVENUE, ,REGION IV-A (CALABARZON),400000000,LAGUNA,403400000,NAGCARLAN,403417000,POBLACION II (POB.),403417034,4002,+63 495306844, ,+63 495632904,lenardfe@yahoo.com, , ,,0, ,,,,Error
DOH000000000002353,2353,BACO MUNICIPAL HEALTH OFFICE,BACO RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,ORIENTAL MINDORO,1705200000,BACO,1705201000,POBLACION,1705201029,5201, , , ,mho.baco@gmail.com,bacorhu@yahoo.com, ,,0, ,,,,Error
DOH000000000002354,2354,MINA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MINA WEST,,REGION VI (WESTERN VISAYAS),600000000,ILOILO,603000000,MINA,603031000,MINA WEST (POB.),603031013,5032,+63 335309089,,,,,,,0, ,,10.94761665,122.5028296,Geocoded
DOH000000000002358,2358,POLILLO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SAN JOSE STREET, ,REGION IV-A (CALABARZON),400000000,QUEZON,405600000,POLILLO,405636000,POBLACION,405636015,4339,+63 423148203, , , , , ,,0, ,,,,Error
DOH000000000002360,2360,BUGASONG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VI (WESTERN VISAYAS),600000000,ANTIQUE,600600000,BUGASONG,600604000,CENTRO ILAYA (POB.),600604019,5704,366412401,,,rhubugasong2@gmail.com,,,,0, ,,,,Error
DOH000000000002361,2361,SIBUCO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL NORTE,907200000,SIBUCO,907216000,POBLACION,907216018,7122, , , , , , ,,0, ,,,,Error
DOH000000000002362,2362,REINA MERCEDES RURAL HEALTH UNIT AND BIRTHING CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,REINA MERCEDES,20312500,TALLUNGAN (POB.),203125017,3303,,,,rhureinamercedes02@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000002363,2363,BONIFACIO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS OCCIDENTAL,1004200000,BONIFACIO,1004203000,POBLACION,1004203024,7215, , , , , , ,,0, ,,12.2681687,125.372531,Geocoded
DOH000000000002365,2365,TAYTAY RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,1700000000,PALAWAN,1705300000,TAYTAY,1705320000,POBLACION,1705320020,5312,,,,,,,,0, ,,14.5670743,121.1295541,Geocoded
DOH000000000002367,2367,SANTA ELENA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"W. PAZ STREET, COR. SHOE AVENUE", ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,SANTA ELENA (POB.),1380700009, , , , , , , ,,0, ,,14.6329151,121.0975785,Geocoded
DOH000000000002368,2368,GENERAL MAMERTO NATIVIDAD RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK TALISAY, ,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,GENERAL MAMERTO NATIVIDAD,304909000,POBLACION,304909019,3125, , , ,genmnatividadrhu02@gmail.com,genmnatividadrhu@gmail.com,www.gennatividad.gov.ph,,0, ,,,,Error
DOH000000000002369,2369,IMPASUG-ONG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 7, ,REGION X (NORTHERN MINDANAO),1000000000,BUKIDNON,1001300000,IMPASUG-ONG,1001305000,POBLACION,1001305013,8702,+63 888134338, , , , , ,,0, ,,,,Error
DOH000000000002370,2370,BAYANAN HEALTH CENTER (ANNEX), , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"PUROK I BLOCK, 2 DOLLETON STREET", ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF MUNTINLUPA,1380800000,BAYANAN,1380800002, ,+63 028620124, , , , , ,,0, ,,,,Error
DOH000000000002375,2375,AGUTAYA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,1700000000,PALAWAN,1705300000,AGUTAYA,1705302000,BANGCAL (POB.),1705302008,5320,,,,rhuagutaya@yahoo.com,,,,0, ,,,,Error
DOH000000000002378,2378,DANSOLIHON BARANGAY HEALTH CENTER AND LYING-IN CLINIC, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE 2, ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,CITY OF CAGAYAN DE ORO (CAPITAL),1030500000,DANSOLIHON,1030500047,9000, , , , , , ,,0, ,,,,Error
DOH000000000002382,2382,IBA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,IBA (CAPITAL),307105000,ZONE 6 POB.,307105005,2201,(047) 8112722, , ,mcsenabugayong@alum.up.edu.ph, , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,14.2171538,120.9719861,Geocoded
DOH000000000002383,2383,DISTRICT A (T. CLAUDIO) HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,T. CLAUDIO CORNER CAMUS STREETS,,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1130700000,CITY OF DAVAO,1130700000,BARANGAY 4-A (POB.),1130700137,8000,+63 822244020,,,,,,,0, ,,,,Error
DOH000000000002385,2385,DISTRICT C (M. FOREST) HEALTH OFFICE,Mini Forest Health Center,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,Q.Boulevard,,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1130700000,CITY OF DAVAO,1130700000,BARANGAY 21-C (POB.),1130700154,8000,+63 822244568,,,,,,,0, ,,,,Error
DOH000000000002386,2386,LOBO MUNICIPAL HEALTH OFFICE,LOBO RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,LOBO,401015000,POBLACION,401015026,4229, , , ,lobo_mho@yahoo.com, , ,,0, ,,,,Error
DOH000000000002387,2387,CAMILING MUNICIPAL HEALTH UNIT,CAMILING RURAL HEALTH UNIT I,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL STREET,CAMILING MUNICIPAL HEALTH UNIT,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,CAMILING,306903000,POBLACION H,306903050,2306,045-934-1258,NONE,NONE,mhucamiling@gmail.com,NONE,NONE,,0, ,,,,Error
DOH000000000002388,2388,LOPE DE VEGA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,NORTHERN SAMAR,804800000,LOPE DE VEGA,804824000,LOPE DE VEGA (POB.),804824010,6403, , , ,jocelyngalvez_0105@yahoo.com, , ,,0, ,,,,Error
DOH000000000002396,2396,LA LIBERTAD RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,NEGROS ORIENTAL,704600000,LA LIBERTAD,704613000,POBLACION SOUTH,704613024,6213,,,,rhulalibertad@gmail.com,,,,0, ,,10.02534845,123.2346902,Geocoded
DOH000000000002398,2398,LUBAO RURAL HEALTH UNIT III, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SITIO BARIN, ,REGION III (CENTRAL LUZON),300000000,PAMPANGA,305400000,LUBAO,305408000,SAN ISIDRO,305408016,2005, , , ,docreyalipio@yahoo.com, , ,,0, ,,14.88575485,120.5219483,Geocoded
DOH000000000002399,2399,KAWIT RURAL HEALTH UNIT I,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,KAWIT,402111000,TABON I,402111010,4104,+63 464319941,,,tabonrhu@yahoo.com,,,,0, ,,14.4418226,120.903848,Geocoded
DOH000000000002400,2400,SABANGAN MUNICIPAL HEALTH OFFICE,SABANGAN RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,MOUNTAIN PROVINCE,1404400000,SABANGAN,1404407000,POBLACION,1404407013,2622,,,,,,,,0, ,,17.8623805,120.4556502,Geocoded
DOH000000000002401,2401,HINGYON RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,CORDILLERA ADMINISTRATIVE REGION (CAR),140000000,IFUGAO,140270000,HINGYON,140270900,BITU,1402709003,3607, , , ,rac.rebolledo@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000002402,2402,JAMINDAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,NUEVO STREET, ,REGION VI (WESTERN VISAYAS),600000000,CAPIZ,601900000,JAMINDAN,601906000,POBLACION,601906026,5808,+63 366470058, , , , , ,,0, ,,11.42939145,122.5972102,Geocoded
DOH000000000002403,2403,KAPATAGAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,KAPATAGAN,1903639000,DAGUAN,1903639004,9700,,,,kapataganrhu18@yahoo.com,,,,0, ,,,,Error
DOH000000000002412,2412,KAPAI RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,KAPAI,1903610000,POBLACION,1903610012,9709,,,,,,,,0, ,,,,Error
DOH000000000002413,2413,GITAGUM RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 2, ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,GITAGUM,1004309000,POBLACION,1004309009,9020, , , ,gitagum_hc@gmail.com, , ,,0, ,,,,Error
DOH000000000002414,2414,TAAL RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,TAAL,401029000,POBLACION 1,401029023,4208, , , , , , ,,0, ,,,,Error
DOH000000000002415,2415,BUHANGIN DISTRICT HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,BUHANGIN DISTRICT, ,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1130700000,CITY OF DAVAO,1130700000,BUHANGIN (POB.),1130700021,8000, , , , , , ,,0, ,,7.06271095,125.6093127,Geocoded
DOH000000000002416,2416,SANTA TERESITA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,SANTA TERESITA,401027000,POBLACION I,401027010,4206,+63 437720738, ,+63 437720469,rhu_stateresita@yahoo.com, , ,,0, ,,,,Error
DOH000000000002417,2417,MEXICO RURAL HEALTH UNIT III, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MASAGANA STREET, ,REGION III (CENTRAL LUZON),300000000,PAMPANGA,305400000,MEXICO,305413000,SANTO DOMINGO,305413042,2021, , , ,rhu3.mexico@gmail.com, , ,,0, ,,15.072614,120.7574926,Geocoded
DOH000000000002418,2418,SANTA LUCIA SUPER HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,2ND FLR STA. LUCIA AVENUE, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,SANTA LUCIA,1381300105, , , , , , , ,,0, ,,,,Error
DOH000000000002427,2427,KALUMPANG HEALTH CENTER,CALUMPANG HEALTH CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,M. H. DEL PILAR STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,CALUMPANG,1380700002, ,+63 023694687, , , , , ,,0, ,,,,Error
DOH000000000002428,2428,MALAMIG HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,"CRESTA PARK, MAKILING STREET",,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,MALAMIG,1380500016,1550,,,,,,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002430,2430,RURAL HEALTH UNIT - ALICIA,ALICIA RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,ALICIA,20310100,MAGSAYSAY (POB.),203101017,3306,+63 786628065, , ,rhualicia_isabela@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000002431,2431,MABINI-J. RIZAL HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,APOLINARIO MABINI CORNER JOSE RIZAL STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,MABINI-J. RIZAL,1380500015,1550,,,,,,,,0, ,,,,Error
DOH000000000002432,2432,ECHAGUE MUNICIPAL HEALTH OFFICE,ECHAGUE RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PROVINCIAL ROAD, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,ECHAGUE,20311200,CABUGAO (POB.),203112066,3309,078-324-5383, , ,mhoechague1@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000002433,2433,BAYUGAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION XIII (CARAGA),1600000000,AGUSAN DEL SUR,1600300000,CITY OF BAYUGAN,1600301000,POBLACION,1600301016,8502,+63 852312267,,,,,,,0, ,,,,Error
DOH000000000002434,2434,"CABANGAN MUNICIPAL HEALTH OFFICE, TB DOTS CENTER AND BIRTHING CLINIC (DON COJUANGCO MEMORIAL HEALTH CENTER)",CABANGAN RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,CABANGAN,307102000,DOLORES (POB.),307102010,2203,,,,rhucabangan2020@gmail.com,,,,0, ,,,,Error
DOH000000000002442,2442,SIPOCOT RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,AMARGORA STREET, ,REGION V (BICOL REGION),500000000,CAMARINES SUR,501700000,SIPOCOT,501734000,NORTH CENTRO (POB.),501734031,4408,+63 54 2566144, , , , , ,,0, ,,,,Error
DOH000000000002443,2443,TORRIJOS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,170000000,MARINDUQUE,170400000,TORRIJOS,170400600,POBLACION,1704006020,4903,(042) 754 4582,,,torrijos.health@gmail.com,,,,0, ,,,,Error
DOH000000000002444,2444,SANTA CRUZ RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,1700000000,OCCIDENTAL MINDORO,1705100000,SANTA CRUZ,1705111000,POBLACION II,1705111011,5105,,,,sta.cruz_rhu@yahoo.com,,,,0, ,,13.31878205,123.7359773,Geocoded
DOH000000000002445,2445,PILAR RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,PILAR,701234000,POBLACION,701234017,6321, , , ,"maluisa_tago@gmailyahoo.com
", , ,,0, ,,14.66817005,120.5530136,Geocoded
DOH000000000002446,2446,ROXAS RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,JOSE P. RIZAL STREET, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,ROXAS,20312600,RIZAL (POB.),203126011,3320, , , ,rhuroxas2019@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,8.51013395,123.2840716,Geocoded
DOH000000000002447,2447,SAN JULIAN MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,EASTERN SAMAR,802600000,SAN JULIAN,802620000,BARANGAY NO. 4 POBLACION,802620010,6814, , , , , , ,,0, ,,,,Error
DOH000000000002449,2449,ARGAO RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VII (CENTRAL VISAYAS),700000000,CEBU,702200000,ARGAO,702205000,POBLACION,702205035,6021,+63 323677331, ,+63 323677331, , , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002453,2453,DONA JUANITA MADRIGAL CHANCO HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,1700000000,ROMBLON,1705900000,ROMBLON (CAPITAL),1705910000,BARANGAY III (POB.),1705910027,5500,,,,rhu_romblon09@yahoo.com,,,,0, ,,,,Error
DOH000000000002459,2459,PAGLAT RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,MAGUINDANAO DEL SUR,1908800000,PAGLAT,1908817000,PAGLAT,1908817005,,,,,sittieelmerachio@gmail.com,,,,0, ,,6.7804707,124.7843227,Geocoded
DOH000000000002464,2464,M'LANG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL STREET, ,REGION XII (SOCCSKSARGEN),1200000000,COTABATO,1204700000,M'LANG,1204710000,POBLACION,1204710031,9402,+63 642864189, ,+63 642864189, , , ,,0, ,,,,Error
DOH000000000002465,2465,BACNOTAN MUNICIPAL HEALTH OFFICE,RHU AND FAMILY PLANNING CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,LA CONSOLACION STREET, ,REGION I (ILOCOS REGION),100000000,LA UNION,103300000,BACNOTAN,103303000,POBLACION,103303034,2515, , , , , , ,,0, ,,16.72113455,120.3528635,Geocoded
DOH000000000002466,2466,MASIKAP HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"MASIKAP COMPLEX ZONE 5, SANTA ANA (KANAN)", ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,PATEROS,1381701000,SANTA ANA,1381701007, ,+63 026436884, ,+63 026413256, , ,www.pateros.gov.ph,,0, ,,,,Error
DOH000000000002467,2467,SAN ISIDRO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,POBLACION SAN ISIDRO,,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,SAN ISIDRO,701237000,POBLACION,701237013,6345,(038) 4171014,,,rhu_sanisidrobohol@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,15.30763415,120.90758,Geocoded
DOH000000000002468,2468,SIQUIJOR RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VII (CENTRAL VISAYAS),700000000,SIQUIJOR,706100000,SIQUIJOR (CAPITAL),706106000,POBLACION,706106031,6225,+63 353442230, , , , , ,,0, ,,9.214135,123.5145293,Geocoded
DOH000000000002469,2469,LAPU-LAPU CITY HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUSOK,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,731100000,CITY OF LAPU-LAPU,731100000,PUSOK,731100024,6015,+63 323402584,,,,,,,0, ,,10.3163917,123.9647132,Geocoded
DOH000000000002472,2472,ELIAS ALDANA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,TRAMO STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF LAS PI?AS,1380200000,ELIAS ALDANA,1380200003, ,+63 028269511, , , , , ,,0, ,,14.47771935,120.9798819,Geocoded
DOH000000000002481,2481,BAGUIO DISTRICT HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK EVERLASTING,,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1130700000,CITY OF DAVAO,1130700000,BAGUIO (POB.),1130700007,8000,,,,,,,,0, ,,16.42029,120.5966113,Geocoded
DOH000000000002491,2491,PASSI CITY HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,M. PALMARES STREET,,REGION VI (WESTERN VISAYAS),60000000,ILOILO,60300000,CITY OF PASSI,60303500,SABLOGON,603035044,5037,+63 333115046,,+63 333116190,passicity_healthoffice@yahoo.com,dohro6hrh.passicity@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000002492,2492,CUENCA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,CUENCA,401009000,BARANGAY 2 (POB.),401009016,4222,+63 437401652,+63 433421202,+63 433421202,cuencaRHU@gmail.com, , ,,0, ,,,,Error
DOH000000000002498,2498,VERGARA HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ILINO CRUZ STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,VERGARA,1380500026,1550,,,,,,,,0, ,,14.57695755,121.024732,Geocoded
DOH000000000002500,2500,BOLINAO RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 6,,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,BOLINAO,105514000,LUCERO,105514016,2406,+63 755542948,,,ruralhealthunitI@GMAIL.COM,,,,0, ,,,,Error
